HOVEDSKOLE_INST	INST_NR	INST_NAVN	ENHEDSART	INST_ADR	POSTNR	POSTDISTRIKT	TLF_NR	E_MAIL	WEB_ADR	INST_TYPE_NR	INST_TYPE_NAVN	INST_TYPE_GRUPPE	UNDERV_NIV	INST_LEDER	CVR_NR	KOMMUNE_NR	ADM_KOMMUNE_NAVN	BEL_KOMMUNE	BEL_KOMMUNE_NAVN	BEL_REGION	REGION_NAVN	EJER_KODE	EJERKODE_NAVN	P_NR	VEJKODE	GEO_BREDDE_GRAD	GEO_LAENGDE_GRAD
	705006	Klippen. Den Kristne Friskole	Institution uden enheder	Hjortgårdsvej 47. Voel	8600	Silkeborg	8685 3646	Klippen@klippen.dk	www.Klippen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Karsten Gottenborg	81317828			740	Silkeborg Kommune	1082	Region Midtjylland	5	Selvejende. private	1002619051	709	56.19286564	9.69497955
	706000	Syddjurs Kommune	Institution uden enheder	Rådhuset. Hovedgaden 77	8410	Rønde	8753 5000	syddjurs@syddjurs.dk	www.syddjurs.dk	2013	Kommuner pr. 1/1-2007	Regioner og kommuner			29189978	706	Syddjurs Kommune	706	Syddjurs Kommune	1082	Region Midtjylland	2	Kommunale		788	56.30165117	10.46991894
	706210	Syddjurs Ungdomsskole	Institution uden enheder	Maarupvej 3	8560	Kolind	8753 6035	ung@syddjurs.dk	www.ungsyddjurs.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.	10	Frank Thomsen	29189978	706	Syddjurs Kommune	706	Syddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003355536	1208	56.36107245	10.59389487
	707000	Norddjurs Kommune	Institution uden enheder	Rådhuset. Torvet 3	8500	Grenaa	8959 1000	norddjurs@norddjurs.dk	www.norddjurs.dk	2013	Kommuner pr. 1/1-2007	Regioner og kommuner			29189986	707	Norddjurs Kommune	707	Norddjurs Kommune	1082	Region Midtjylland	2	Kommunale		8775	56.41441107	10.87613582
	707001	Anholt Skole	Institution uden enheder	Ørkenvej 1	8592	Anholt	8959 2860	kira@norddjurs.dk	www.anholtskole.dk	1012	Folkeskoler	Grundskoler mv.	9	Kirsten Østergaard Rasmussen. souschef	29189986	707	Norddjurs Kommune	707	Norddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003688694	9430		
	707008	Grenaa Gymnasium	Institution uden enheder	N.P. Josiassensvej 21	8500	Grenaa	8758 4050	gg@grenaa-gym.dk	www.grenaa-gym.dk	1061	Gymnasier og HF-kurser	Institutioner med almengymnasiale uddannelser		Helene Bendorff Kristensen	29542481			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003350534	5469	56.40801315	10.88883485
	707009	Norddjurs Friskole	Institution uden enheder	Lergravsvej 4	8500	Grenaa	8630 9565	kontoret@norddjurs-friskole.dk	www.norddjurs-friskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Dorte Albæk	68360528			707	Norddjurs Kommune	1082	Region Midtjylland	5	Selvejende. private	1002271163	4745	56.41763738	10.85843175
	707200	Pædagogisk Psykologisk Rådgivning Grenå	Institution uden enheder	Torvet 3	8500	Grenaa	8959 3165	crv@norddjurs.dk	www.grenaakommune.dk	2021	Centre for Pædagogisk og psykologisk rådgivning	Centre for rådgivning og vejledning		Christina Vingborg	29189986	707	Norddjurs Kommune	707	Norddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003353612	8775	56.41441107	10.87613582
	707211	Ungnorddjurs	Institution uden enheder	Åboulevarden 64	8500	Grenaa	8959 2550	ung@ungnorddjurs.dk	www.ungnorddjurs.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.	10	Henrik Larsen	29189986	707	Norddjurs Kommune	707	Norddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003353715	9650	56.40870934	10.89326516
707248	707247	VUC Djursland - Grenaa	Afdeling (underordnet enhed)	Vestervej 3	8500	Grenaa	8758 3300	vd@vucdjursland.dk	www.vucdjursland.dk	1053	Voksenuddannelsescentre	Voksenuddannelsesinstitutionerne		Lars Møller Østergaard	29548323			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003350571	9129	56.41442153	10.86910411
	707248	VUC Djursland	Hovedskole (institution med enheder)	Vestervej 3	8500	Grenaa	8758 3300	vd@vucdjursland.dk	www.vucdjursland.dk	1053	Voksenuddannelsescentre	Voksenuddannelsesinstitutionerne		Lars Møller Østergaard	29548323			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003350571	9129	56.41442153	10.86910411
281031	707350	FGU Østjylland - Grenå	Afdeling (underordnet enhed)	Åstruphegnet 25	8500	Grenaa	8632 7066	gpskole@gpskole.dk	www.gpskole.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Kim Kabat	39815478			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1024526263	9817	56.42583299	10.88328087
707403	707402	Viden Djurs. VID Erhvervsuddannelser Grenaa	Afdeling (underordnet enhed)	Århusvej 49	8500	Grenaa	8758 0400	info@videndjurs.dk	www.videndjurs.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Bo Nørregaard Jensen	10520509			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003401870	9790	56.40655217	10.87394317
	707403	Viden Djurs	Hovedskole (institution med enheder)	N P Josiassens Vej 44E	8500	Grenaa	8758 0400	info@videndjurs.dk	www.videndjurs.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Bo Nørregaard Jensen	10520509			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003401870	5469	56.40882447	10.88658912
	707404	COK - Center for Offentlig Kompetenceudvikling	Hovedskole (institution med enheder)	Hedeager 5	8200	Aarhus N	8779 6300	cok@cok.dk	www.cok.dk	1083	Centre for offentlig kompetenceudvikling	Institutioner med videregående uddannelser		Hanne Bak Lumholt	55835217			751	Aarhus Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003250550	3116	56.19250347	10.17895021
791413	707406	VIA University College. Grenaa	Afdeling (underordnet enhed)	Sønderport 10	8500	Grenaa	8755 0000	via@via.dk	www.via.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Harald Mikkelsen	30773047			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1013872844	8581	56.4120788	10.87482795
707403	707407	Viden Djurs.  VID Gymnasier Grenaa	Afdeling (underordnet enhed)	N P Josiassens Vej 44E	8500	Grenaa	8758 0400	info@videndjurs.dk	www.videndjurs.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Bo Nørregaard Jensen	10520509			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003401869	5469	56.40882447	10.88658912
731409	707409	Randers Social- og Sundhedsskole. Djursland afd.	Afdeling (underordnet enhed)	Ydesvej 1	8500	Grenaa	8641 6900	info@sosuranders.dk	www.sosuranders.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Maria Dyhrberg Rasmussen	29548145			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1015250840	9395	56.4062705	10.8877339
	709001	Hadsten Skole	Institution uden enheder	Hadbjergvej 12	8370	Hadsten	8964 4720	hadstenskole@favrskov.dk	www.hadstenskole.dk	1012	Folkeskoler	Grundskoler mv.	10	Katrine Johannesen Klixbüll	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003353909	365	56.33424447	10.05612219
	709003	Hadbjerg Skole	Institution uden enheder	Bavnehøjvej 135	8370	Hadsten	8964 4800	HSK@favrskov.dk	www.hadbjergskole.dk	1012	Folkeskoler	Grundskoler mv.	9	Nick Pedersen	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003353843	58	56.32918479	10.1046786
	709004	Østervangskolen	Institution uden enheder	Hammelvej 9	8370	Hadsten	8964 4600	oestervangskolen@favrskov.dk	www.oestervangskolen.dk	1012	Folkeskoler	Grundskoler mv.	9	Stine Stidsen	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003353934	379	56.32067904	10.03888332
	709005	Bavnehøjskolen	Institution uden enheder	Skovvangsvej 20	8370	Hadsten	8964 4700	bavnehoj@favrskov.dk	www.bavnehojskolen.dk	1012	Folkeskoler	Grundskoler mv.	6	Bjørn de Place	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354048	903	56.32853648	10.07210466
	709006	Favrskov Gymnasium	Institution uden enheder	Ellemosevej 30	8370	Hadsten	8761 2400	gymnasiet@favrskov-gym.dk	www.favrskov-gym.dk	1061	Gymnasier og HF-kurser	Institutioner med almengymnasiale uddannelser		Jørgen Christiansen	29548285			710	Favrskov Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003350595	203	56.33082671	10.05675787
	709300	Linieskolen. Hadsten Fri Fagskole	Institution uden enheder	Østergade 77	8370	Hadsten	8698 0145	info@hadstenff.dk	www.hadstenff.dk	1023	Frie fagskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser	10	Inge-Dorte Wandall	34532915			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1001721771	1264	56.3243524	10.06024391
	709301	Hadsten Højskole	Institution uden enheder	Østergade 49	8370	Hadsten	8698 0199	info@hadstenhojskole.dk	www.hadstenhojskole.dk	1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Jacob Kjærsgaard	42362816			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1001824067	1264	56.32609513	10.05327141
280173	709375	AOF MIDT Silkeborg	Afdeling (underordnet enhed)	Ørnsøvej 5	8600	Silkeborg	8722 4224	aof@aof.dk	www.aofcentermidt.dk	1021	Daghøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Karl Schmidt	10534291			740	Silkeborg Kommune	1082	Region Midtjylland	0	Private	1014435111	2135	56.16097555	9.52938483
	709401	Den jydske Haandværkerskole	Institution uden enheder	Ellemosevej 25	8370	Hadsten	8937 0100	djh@djhhadsten.dk	www.djhhadsten.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Henrik Øelund	37709514			710	Favrskov Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003401882	203	56.33108496	10.05262799
	710000	Favrskov Kommune	Institution uden enheder	Rådhuset. Skovvej 20	8382	Hinnerup	8964 1010	favrskov@favrskov.dk	www.favrskov.dk	2013	Kommuner pr. 1/1-2007	Regioner og kommuner			29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale		908	56.26189369	10.0575026
	710001	Kanonskolen	Institution uden enheder	Bavnehøjvej 119	8370	Hadsten	5190 7073	ks@kanonskolen.dk	www.kanonen.dk/	1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.	10	Jeppe Juul	26646294	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	6	Selvejende. kommunale	1015277099	58	56.32874898	10.10131116
	710003	Frijsendal Friskole	Institution uden enheder	Skolevangsvej 12	8450	Hammel	8696 1696	kontor@frijsendal-friskole.dk	www.frijsendal-friskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Niklas Gjerulff Hansen	31512336			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1015119477	885	56.28017105	9.83109047
	710200	PPR Favrskov	Institution uden enheder	Danstrupvej 4	8860	Ulstrup	8964 3121	Boernogskole@favrskov.dk	www.favrskov.dk	2021	Centre for Pædagogisk og psykologisk rådgivning	Centre for rådgivning og vejledning		Mie Nørgaard	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1014795924	163	56.36778395	9.76665854
	711001	Skovvangskolen	Institution uden enheder	Minervavej 5	8450	Hammel	8964 3650	skovvangskolen@favrskov.dk	www.skovvangskolen-hammel.dk	1012	Folkeskoler	Grundskoler mv.	10	Morten Tipsmark	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354267	627	56.26209062	9.86815264
	711004	Søndervangskolen	Institution uden enheder	Søndervangsvej 3	8450	Hammel	8964 3600	soendervangskolen@favrskov.dk	www.soendervangskolen-hammel.dk	1012	Folkeskoler	Grundskoler mv.	9	Rene Guldbrandsen	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354334	1010	56.24886951	9.86619115
	711005	Regnbueskolen	Institution uden enheder	Vadstedvej 101	8450	Hammel	8696 5111	mail@regnbueskolen.dk	www.regnbueskolen.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Flemming Godthaab Sørensen	10955386			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1000159020	1101	56.25476895	9.83801319
	711300	Frijsenborg Efterskole	Institution uden enheder	Finlandsvej 5	8450	Hammel	8696 1300	info@fus.dk	www.fus.dk	1011	Efterskoler	Grundskoler mv.	10	Brian Ovesen	68305810			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1002270052	264	56.24533274	9.85787273
	713001	Haldum-Hinnerup Skolen	Institution uden enheder	Svinget 4	8382	Hinnerup	8964 5500	h-h-skolen@favrskov.dk	www.haldum-hinnerupskolen.skoleintra.dk	1012	Folkeskoler	Grundskoler mv.	9	Ditte Lyngby	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354681	991	56.2713447	10.0545014
	713002	Korsholm Skole	Institution uden enheder	Damsbrovej 63	8382	Hinnerup	8964 5800	korsholmskole@favrskov.dk	www.korsholmskole.skoleintra.dk	1012	Folkeskoler	Grundskoler mv.	6	Ulla Sørensen. konst.	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354498	155	56.24941803	10.03002105
	713003	Rønbækskolen	Institution uden enheder	Ådalsvej 100	8382	Hinnerup	8964 5600	roenbaekskolen@favrskov.dk	www.roenbaekskolen.dk	1012	Folkeskoler	Grundskoler mv.	9	Helle Kristiane Klejs	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354723	1276	56.25987624	10.06852138
	713004	Præstemarkskolen	Institution uden enheder	Kvottrupvej 9 Søften	8382	Hinnerup	8964 5700	praestemarkskolen@favrskov.dk	prmskolen.hinnerup.dk	1012	Folkeskoler	Grundskoler mv.	10	Berit Thaarup	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003354577	552	56.234623	10.08354778
	713005	Friskolen i Hinnerup	Institution uden enheder	Damsbrovej 11. Norring	8382	Hinnerup	8691 1301	kontor@friskolen-hinnerup.dk	www.friskolen-hinnerup.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Andreas Brinck Kristensen	75708416			710	Favrskov Kommune	1082	Region Midtjylland	5	Selvejende. private	1002468016	155	56.2472161	10.04625235
	713211	Favrskov Ungdomsskole	Institution uden enheder	Skovvej 12 B	8382	Hinnerup	8964 5860	ungdomsskolen@favrskov.dk	www.favrskovungdomsskole.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Palle Andersen	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003353922	908	56.2666507	10.0612506
	715001	Bakkeskolen	Institution uden enheder	Skolevej 2	8362	Hørning	8794 2777	bakkeskolen@skanderborg.dk	www.bakkesko.dk	1012	Folkeskoler	Grundskoler mv.	9	Anne Grete Nydam Jensen	29189633	746	Skanderborg Kommune	746	Skanderborg Kommune	1082	Region Midtjylland	2	Kommunale	1003354796	895	56.08322733	10.03674308
	715002	Veng Skole og Børnehus	Institution uden enheder	Søballevej 2	8660	Skanderborg	8794 2250	veng@skanderborg.dk	www.vengskole.dk	1012	Folkeskoler	Grundskoler mv.	7	Linda Kolling Pedersen	29189633	746	Skanderborg Kommune	746	Skanderborg Kommune	1082	Region Midtjylland	2	Kommunale	1003354838	1019	56.0964055	9.8979203
	715003	Højboskolen	Institution uden enheder	Toftevej 53 B	8362	Hørning	8794 2288	hojboskolen@skanderborg.dk	www.hoejboskolen.dk	1012	Folkeskoler	Grundskoler mv.	10	Peder Jensen Pedersen	29189633	746	Skanderborg Kommune	746	Skanderborg Kommune	1082	Region Midtjylland	2	Kommunale	1003354875	1089	56.08963529	10.03390989
	715005	Hørningskolen	Institution uden enheder	Vester Alle 18 B	8362	Hørning	8794 2300	hoerningskolen@skanderborg.dk	www.hørningskolen.dk	1015	Specialskoler for børn	Grundskoler mv.	10	Johanna Kristensen	29189633	746	Skanderborg Kommune	746	Skanderborg Kommune	1082	Region Midtjylland	2	Kommunale	1013548109	1196	56.08910026	10.03209952
	715300	Efterskolen Ådalen og  Åskolen - friskolen i Hørning	Institution uden enheder	Brogårdsvej 2	8362	Hørning	8768 2200	aadalen@efterskolen-aadalen.dk	efterskolen-aadalen.dk	1011	Efterskoler	Grundskoler mv.	10	Kim Fleischer	65854112			746	Skanderborg Kommune	1082	Region Midtjylland	5	Selvejende. private	1003350297	120	56.09597845	10.05045073
281034	715350	FGU Sydøstjylland - Skanderborg	Afdeling (underordnet enhed)	Skanderborgvej 6	8362	Hørning	8692 3733	kontakt@fgusoj.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Gitte Blaabjerg Jensen	39815524			746	Skanderborg Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1024752263	877	56.08338851	10.03476427
	717002	Langå Skole	Institution uden enheder	Vennevej 6	8870	Langå	8915 4020	langaa.skole@randers.dk	www.langaa-skole.dk	1012	Folkeskoler	Grundskoler mv.	10	Morten Jakobsen	29189668	730	Randers Kommune	730	Randers Kommune	1082	Region Midtjylland	2	Kommunale	1003355056	2718	56.40093375	9.90111309
	717003	Lilleåskolen	Institution uden enheder	Skolevej 2	8870	Langå	8964 5900	lilleaaskolen@favrskov.dk	www.lilleaaskolen.dk	1012	Folkeskoler	Grundskoler mv.	6	Bente Schultz	29189714	710	Favrskov Kommune	710	Favrskov Kommune	1082	Region Midtjylland	2	Kommunale	1003355147	889	56.35663974	9.91837711
	717004	Munkholmskolen	Institution uden enheder	Bymarksvej 18. Stevnstrup	8870	Langå	8915 4040	munkholmskolen@randers.dk	www.munkholmskolen.dk	1012	Folkeskoler	Grundskoler mv.	9	Birgitte Davidsen	29189668	730	Randers Kommune	730	Randers Kommune	1082	Region Midtjylland	2	Kommunale	1003355007	255	56.43477687	9.93523396
	719001	Assens Skole	Institution uden enheder	Skolegade 5a	9550	Mariager	9711 4400	assensskole@mariagerfjord.dk	www.assensskole.dk	1012	Folkeskoler	Grundskoler mv.	9	Jørgen Simmelsgaard	29189455	846	Mariagerfjord Kommune	846	Mariagerfjord Kommune	1081	Region Nordjylland	2	Kommunale	1003355391	1350	56.67599202	10.0646078
	719002	Havndal Skole	Institution uden enheder	Søringen 3	8970	Havndal	8915 4300	havndalskole@randers.dk	www.havndalskole.dk	1012	Folkeskoler	Grundskoler mv.	6	Annette Nejmann-Laursen	29189668	730	Randers Kommune	730	Randers Kommune	1082	Region Midtjylland	2	Kommunale	1003355408	2071	56.65386553	10.2022711
	719003	Mariager Skole	Institution uden enheder	Hjulhusvej 3	9550	Mariager	9711 5400	mariagerskole@mariagerfjord.dk	www.mariagerskole.dk	1012	Folkeskoler	Grundskoler mv.	9	Esben Holck Vammen	29189455	846	Mariagerfjord Kommune	846	Mariagerfjord Kommune	1081	Region Nordjylland	2	Kommunale	1003355317	625	56.64963122	9.97466404
	719004	Vindblæs Friskole	Institution uden enheder	Norupvej 75. Norup	8970	Havndal	9858 3299	mail@vindblaes.dk	www.vindblaes.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Tom Ballentin	43096117			846	Mariagerfjord Kommune	1081	Region Nordjylland	5	Selvejende. private	1001835044	1107	56.67478929	10.11453618
	719300	Skrødstrup Efterskole	Institution uden enheder	Skrødstrupvej 26	9550	Mariager	9855 0144	skrodstrup@skrodstrup.dk	www.skrodstrup.dk	1011	Efterskoler	Grundskoler mv.	10	Mogens Finderup	80429959			846	Mariagerfjord Kommune	1081	Region Nordjylland	5	Selvejende. private	1002597265	1396	56.62465371	10.05680637
	719301	Mariager Høj- & Efterskole (Højskolen)	Institution uden enheder	Hjulhusvej 12B	9550	Mariager	9668 2668	mail@mariager-skolerne.dk	www.mariager-hojskole.dk	1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Morten Wøhler Iversen	57901314			846	Mariagerfjord Kommune	1081	Region Nordjylland	5	Selvejende. private	1002071583	625	56.64758656	9.96987382
	719302	Mariager  Høj- & Efterskole (Efterskolen)	Institution uden enheder	Gl Hobrovej 10	9550	Mariager	9668 2700	kontor@mariager-efterskole.dk	www.mariager-efterskole.dk	1011	Efterskoler	Grundskoler mv.	10	Morten Wøhler Iversen	57901314			846	Mariagerfjord Kommune	1081	Region Nordjylland	5	Selvejende. private	1015238735	448	56.64694869	9.96938548
	719303	Efterskolen Frydensberg	Institution uden enheder	Frydensbjergvej 23	9550	Mariager	9854 2444	kontor@frydensberg.dk	www.frydensberg.dk	1011	Efterskoler	Grundskoler mv.		Gideon Jakobsen	15531584			846	Mariagerfjord Kommune	1081	Region Nordjylland	5	Selvejende. private	1008023243	400	56.64638207	9.9590098
	719304	Efterskolen  Alterna	Institution uden enheder	Milnersvej 44	3400	Hillerød	2578 4044	mail@alterna.nu	www.alterna.nu	1011	Efterskoler	Grundskoler mv.	11	Martin Lysgaard	15815345			219	Hillerød Kommune	1084	Region Hovedstaden	5	Selvejende. private	1000982880	5571	55.92167816	12.29608298
	721002	Kolind skole	Institution uden enheder	Bugtrupvej 27	8560	Kolind	8753 5610	kolind.skole@syddjurs.dk	kolindskole.aula.dk	1012	Folkeskoler	Grundskoler mv.	10	Lene Kirkegaard	29189978	706	Syddjurs Kommune	706	Syddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003355627	240	56.3609556	10.5809808
	721004	Marienhoffskolen	Institution uden enheder	Marienhoffvej 11	8550	Ryomgård	8753 5830	marienhoffskolen@syddjurs.dk	www.marienhoffskolen.dk	1012	Folkeskoler	Grundskoler mv.	9	Ann Taul Andersen	29189978	706	Syddjurs Kommune	706	Syddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003355524	1223		
	721005	Ryomgaard Realskole	Institution uden enheder	Vestergade 34 A	8550	Ryomgård	8639 4002	ryomreal@ryomreal.dk	www.ryomreal.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	10	Janus Laier	57875712			706	Syddjurs Kommune	1082	Region Midtjylland	5	Selvejende. private	1003122928	2236	56.38159267	10.49980289
	721007	Pindstrupskolen	Institution uden enheder	Skolevej 1. Pindstrup	8550	Ryomgård	8753 5070	Pindstrupskolen@syddjurs.dk	www.Pindstrupskolen.skoleintra.dk	1015	Specialskoler for børn	Grundskoler mv.	9	Hans Henrik Dupont	29189978	706	Syddjurs Kommune	706	Syddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1007532918	1696	56.39506009	10.41541714
281031	721350	FGU Østjylland - Ryomgård	Afdeling (underordnet enhed)	Vestergade 67	8550	Ryomgård	8774 1700	nve@fguoj.dk	www.pro-djurs.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Kim Kabat	39815478			706	Syddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1024525828	2236	56.38183666	10.49017986
280051	721401	Tradium. Ring Djursland	Afdeling (underordnet enhed)	Amu Centervej 2	8560	Kolind	7011 1010	info@tradium.dk	www.tradium.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Lars Michael Madsen	32806872			706	Syddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1016409312	40	56.33770568	10.68048948
	723001	Grønhøjskolen	Institution uden enheder	Nørreled 3. Øster Tørslev	8983	Gjerlev J	8915 4660	gronhoj.skole@randers.dk	gronhojskolen.randers.dk	1012	Folkeskoler	Grundskoler mv.	9	Mette Gudum	29189668	730	Randers Kommune	730	Randers Kommune	1082	Region Midtjylland	2	Kommunale	1003355792	1498	56.58177468	10.1888459
	723004	Korshøjskolen	Institution uden enheder	Skolevænget 7 Harridslev	8930	Randers NØ	8915 4700	korshojskolen@randers.dk	www.korshoj.skoleintra.dk	1012	Folkeskoler	Grundskoler mv.	10	Jim Knudsen	29189668	730	Randers Kommune	730	Randers Kommune	1082	Region Midtjylland	2	Kommunale	1003355846	1817	56.49950487	10.13435044
	723005	Mellerup Fri- og Efterskole - (friskolen)	Institution uden enheder	Amtsvejen 76. Mellerup	8930	Randers NØ	8644 1909	kontor@mellerupefterskole.dk	www.mellerupfriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	8	Anne Dahl Iversen	42075612			730	Randers Kommune	1082	Region Midtjylland	5	Selvejende. private	1001820000	48		
	723300	Mellerup Fri- og Efterskole - (efterskolen)	Institution uden enheder	Almisbakken 19 Mellerup	8930	Randers NØ	8644 1339	kontor@mellerupefterskole.dk	www.mellerupefterskole.dk	1011	Efterskoler	Grundskoler mv.	10	Anne Dahl Iversen	42075612			730	Randers Kommune	1082	Region Midtjylland	5	Selvejende. private	1001820000	37		
	725009	Djurslandsskolen	Institution uden enheder	Djursvej 10	8586	Ørum Djurs	8959 2230	djurslandsskolen@norddjurs.dk		1015	Specialskoler for børn	Grundskoler mv.	10	Jesper Juel Pedersen	29189986	707	Norddjurs Kommune	707	Norddjurs Kommune	1082	Region Midtjylland	2	Kommunale	1003350741	167	56.4421642	10.6846425
	725010	Gjerrild Bønnerup Friskole	Institution uden enheder	Knud Albæksvej 4	8500	Grenaa	8638 4422	kontoret@gbfriskole.dk	www.gbfriskole.dk	1013	Friskoler og private grundskoler	Grundskoler mv.	9	Kim Sørensen	15234806			707	Norddjurs Kommune	1082	Region Midtjylland	5	Selvejende. private	1000885833	558	56.50631485	10.82099888
	725300	Djurslands Efterskole	Institution uden enheder	Kanneshøjvej 43 Fjellerup	8585	Glesborg	8631 7533	de@djurslands.dk	www.djurslands.dk	1011	Efterskoler	Grundskoler mv.	10	Bent Molbech Pedersen	52712513			707	Norddjurs Kommune	1082	Region Midtjylland	5	Selvejende. private	1001992014	506	56.50633979	10.57640151
	725301	Efterskolen Helle	Institution uden enheder	Gjerrild. Dyrehavevej 28	8500	Grenaa	8638 4466	kontor@efterskolenhelle.dk	www.efterskolenhelle.dk	1010	Efterskoler med samlet særligt tilbud	Grundskoler mv.		Poul Bang	15322101			707	Norddjurs Kommune	1082	Region Midtjylland	5	Selvejende. private	1000902938	188	56.50631008	10.81541331
	727000	Odder Kommune	Institution uden enheder	Rådhusgade 3	8300	Odder	8780 3333	odder.kommune@odder.dk	www.oddernettet.dk	2013	Kommuner pr. 1/1-2007	Regioner og kommuner			32264328	727	Odder Kommune	727	Odder Kommune	1082	Region Midtjylland	2	Kommunale		5893	55.97362981	10.14965216
281359	727001	Gylling Skole & Børnehus	Afdeling (underordnet enhed)	Gylling Skolegade 13	8300	Odder	8780 3810	gyllingskole@odder.dk	www.gyllingskole.dk	1012	Folkeskoler	Grundskoler mv.	6	Vivian Anditch. afd.leder Erik Bjerrum	32264328	727	Odder Kommune	727	Odder Kommune	1082	Region Midtjylland	2	Kommunale	1003356556	2325	55.8909546	10.1688977
