INST_NR	INST_NAVN_	POSTNR	POSTDISTRI	INST_NAVN	CVR_NR	P_NR	INST_LEDER	TELEFAX	TLF_NR	INST_ADR	VEJKODE	HUSNRBOGST	POSTBOKS	ETAGE	DOERBETEGN	AJOUR_DATO	AJOUR_BRUG	ADM_KOMMUN	ADM_KOMM_1	NEDLAGT_MN	EJER_KODE	EJER_KODE_	Min_KODE	min_KODE_T	UNDERV_NIV	OPRETTET_M	INST_TYPE_	inst_typ_1	INST_TYP_2	inst_typ_3	AKTIV_KODE	AKTIV_KO_1	INST_TYP_4	inst_typ_5	BEL_KOMMUN	BEL_KOMM_1	FLYTTE_KOD	FLYTTE_K_1	FLYTTE_INS	HOVEDSKOLE	E_MAIL	WEB_ADR	ENHEDSART	ENHEDSART_	VEJNAVN	LOKALITET	STEDNAVN	GEO_BREDDE	GEO_LAENGD	status	BEL_REGION	BEL_REGI_1	WKT_GEO
727014	Vestermarksk.	8300	Odder	Vestermarkskolen	32264328	1008614764	Ole Sjõrup Simonsen	NA	8780 3484	Vennelundsvej 95	9265	95	NA	NA	NA	29-09-2017 00:00:00	ds	727	Odder Kommune	01-08-2017 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	6	200008	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	727	Odder Kommune	2	Flyttet til institutionsnummer i flyttet institution	727007	NA	vestermarksskolen@odder.dk	www.Vestermark-skolen.dk	0	Institution uden enheder	Vennelundsvej	NA	NA	55.980341194582884	10.13273253445595	AJO	1082	Region Midtjylland	POINT(10.1327325 55.9803412)
727015	Hadruplund	8350	Hundslund	Hadruplund	21326771	1004855020	Niels Kjõller	NA	8655 0809	Hadrupvej 41	2461	41	NA	NA	NA	18-11-2019 00:00:00	HRK	727	Odder Kommune	NA	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	10	200108	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	1	Aktiv tëllingsmëssigt for Danmarks Statistik	29	Skole- og behandlingshjem	727	Odder Kommune	NA	NA	NA	NA	info@hadruplund.dk	www.hadruplund.dk	0	Institution uden enheder	Hadrupvej	NA	NA	55.93772793	10.04057447	AJO	1082	Region Midtjylland	POINT(10.0405745 55.9377279)
727211	Odder Ungdsk.	8300	Odder	Odder Ungdomsskole	32264328	1003356374	Dan Gjerrild Sõgaard	8654 3244	8780 3545	Nõlevvej 2	5250	2	NA	NA	NA	27-09-2018 00:00:00	ds	727	Odder Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	195208	125	Kommunale ungdomsskoler	1014	Kommunale ungdomsskoler og ungdomskostskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	24	Kommunale ungdomsskoler	727	Odder Kommune	NA	NA	NA	NA	ungdomsskolen@odder.dk	www.odderungdom.dk	0	Institution uden enheder	Nõlevvej	NA	NA	55.97809829	10.16191981	AJO	1082	Region Midtjylland	POINT(10.1619198 55.9780983)
727248	EUD/EUX VUC Odd	8300	Odder	EUD/EUX og VUC Odder	33359217	1024182076	Pia Agerbëk Marlo	8654 2183	8793 3020	c/o Odder Gymnasium, ùstermarksvej 25	9748	25	NA	NA	NA	09-02-2021 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200208	137	Voksenuddannelsescentre	1053	Voksenuddannelsescentre	1	Aktiv tëllingsmëssigt for Danmarks Statistik	30	Amtskommunale enkeltfagskurser	727	Odder Kommune	NA	NA	NA	745401	info@scu.dk	www.scu.dk	2	Afdeling (underordnet enhed)	ùstermarksvej	c/o Odder Gymnasium	NA	55.97214662	10.16823337	AJO	1082	Region Midtjylland	POINT(10.1682334 55.9721466)
727300	Gylling Esk.	8300	Odder	Gylling Efterskole	64604813	1002192823	Niels Eskildsen Kridal	8655 1642	8655 1644	Gylling, Hovedgaden 29	2943	29	NA	NA	NA	18-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	186501	123	Efterskoler	1010	Efterskoler med samlet sërligt tilbud	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	727	Odder Kommune	NA	NA	NA	NA	ge@gylling-efterskole.dk	www.gylling-efterskole.dk	0	Institution uden enheder	Hovedgaden	NA	Gylling	55.89270928	10.16690666	AJO	1082	Region Midtjylland	POINT(10.1669067 55.8927093)
727301	Eriksminde Esk.	8300	Odder	Eriksminde Efterskole	59774719	1002102767	Lynge Korsgaard	8655 6600	8655 6142	Eriksmindevej 40	1568	40	NA	NA	NA	04-09-2018 00:00:00	ayoze1	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	195611	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	727	Odder Kommune	NA	NA	NA	NA	post@eriksmindeefterskole.dk	www.eriksmindeefterskole.dk	0	Institution uden enheder	Eriksmindevej	NA	NA	55.94970522	10.20978335	AJO	1082	Region Midtjylland	POINT(10.2097834 55.9497052)
727302	Egmont Hsk	8300	Odder	Egmont Hõjskolen	46231112	1003350789	Sõren Mõllgaard Kristensen	8781 7979	8781 7900	Hou, Villavej 25	9555	25	NA	NA	NA	16-10-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	7	Kulturministeriet	NA	195608	141	Folkehõjskoler	1022	Folkehõjskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	84	Folke- og ungdomshõjskoler	727	Odder Kommune	NA	NA	NA	NA	mail@egmont-hs.dk	www.egmont-hs.dk	0	Institution uden enheder	Villavej	NA	Hou	55.92103966	10.25163981	AJO	1082	Region Midtjylland	POINT(10.2516398 55.9210397)
727303	Odder Hsk	8300	Odder	Odder Hõjskole	59784528	1002102810	Sõren Winther Larsen	8654 3744	8654 0744	Rõrthvej 34 A	6539	34A	NA	NA	NA	25-11-2019 00:00:00	HRK	NA	NA	NA	5	Selvejende, private	7	Kulturministeriet	NA	188911	141	Folkehõjskoler	1022	Folkehõjskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	84	Folke- og ungdomshõjskoler	727	Odder Kommune	NA	NA	NA	NA	mail@odderhojskole.dk	www.odderhojskole.dk	0	Institution uden enheder	Rõrthvej	NA	NA	55.97470219	10.1605708	AJO	1082	Region Midtjylland	POINT(10.1605708 55.9747022)
727304	Pens.Hsk Ru.Str	8300	Odder	Rude Strand Seniorhõjskole	34720312	1001724150	Ulla Knudgaard Fisker	8655 8211	8655 8944	Kystvejen 114	3933	114	NA	NA	NA	19-05-2017 00:00:00	ds	NA	NA	31-12-2015 00:00:00	5	Selvejende, private	7	Kulturministeriet	NA	197304	141	Folkehõjskoler	1022	Folkehõjskoler	3	Nedlagt institution	84	Folke- og ungdomshõjskoler	727	Odder Kommune	NA	NA	NA	NA	rudestrand@mail.tele.dk	www.rudestrand.dk	0	Institution uden enheder	Kystvejen	NA	NA	55.9916232778418	10.2514084368112	AJO	1082	Region Midtjylland	POINT(10.2514084 55.9916233)
727305	Hou M. I. Esk.	8300	Odder	Hou Maritime Idrëtsefterskole	12459475	1000389510	Peter Gordon Knudsen	8655 7035	8655 7100	Hou, Villavej 13	9555	13	NA	NA	NA	18-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	198908	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	727	Odder Kommune	NA	NA	NA	NA	info@hmi.dk	www.hmi.dk	0	Institution uden enheder	Villavej	NA	Hou	55.91860466	10.25303654	AJO	1082	Region Midtjylland	POINT(10.2530365 55.9186047)
727306	Rudehõj Eftersk	8300	Odder	Rudehõj Efterskole	26004918	1008402147	Jacob Hõrning	8780 0691	8780 0606	Rude Havvej 11	6225	11	NA	NA	NA	18-11-2019 00:00:00	hrk	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	200108	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	727	Odder Kommune	NA	NA	NA	NA	info@rudehoj.dk	www.rudehoj.dk	0	Institution uden enheder	Rude Havvej	NA	NA	55.98447958	10.16017906	AJO	1082	Region Midtjylland	POINT(10.1601791 55.9844796)
727350	FGU SùJ Odder	8300	Odder	FGU Sydõstjylland - Odder	39815524	1024752328	Gitte Blaabjerg Jensen	8654 3831	8654 4200	Rõnhõjvej 28	6442	28	NA	NA	NA	31-07-2020 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	198711	149	Andre uddannelser	1027	Institutioner for forberedende grunduddannelse	1	Aktiv tëllingsmëssigt for Danmarks Statistik	85	Produktionsskoler	727	Odder Kommune	NA	NA	NA	281034	kontakt@fgusoj.dk	NA	2	Afdeling (underordnet enhed)	Rõnhõjvej	NA	NA	55.98717184	10.14290309	AJO	1082	Region Midtjylland	POINT(10.1429031 55.9871718)
727375	Odder AOF Dhsk	8300	Odder	Odder AOF Daghõjskole	16842680	1001170099	Vibeke Feddersen	8654 7453	8654 3122	Nõrregade 18 postbox 2	5284	18	2	NA	NA	14-07-2020 00:00:00	HH	NA	NA	31-07-2020 00:00:00	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	199304	147	Daghõjskoler	1021	Daghõjskoler	3	Nedlagt institution	86	Daghõjskoler	727	Odder Kommune	NA	NA	NA	NA	vibeke.feddersen@aof-odder.dk	www.aof-odder.dk	0	Institution uden enheder	Nõrregade	NA	NA	55.97378275	10.1450949	AJO	1082	Region Midtjylland	POINT(10.1450949 55.9737827)
727401	Aarhus BC Odder	8300	Odder	Aarhus Business College, Handelsfagskolen	48570658	1025559815	Gitte Nõrgaard	8656 0686	8654 1700	RÜdhusgade 56-58	5893	56	NA	NA	NA	30-06-2020 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	196610	241	Handelsskoler	1071	Erhvervsskoler m.v.	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	727	Odder Kommune	NA	NA	NA	281399	aabc@aabc.dk	www.aabc.dk	2	Afdeling (underordnet enhed)	RÜdhusgade	NA	NA	55.97911451	10.15135212	AJO	1082	Region Midtjylland	POINT(10.1513521 55.9791145)
729001	Asferg Sk.	8990	FÜrup	Asferg Skole	29189668	1003356908	Stine Kragh Thorhauge, konst.	8644 3108	8915 4000	ùstergade 2, Asferg	2532	2	NA	NA	NA	07-06-2018 00:00:00	ds	730	Randers Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	6	191408	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	730	Randers Kommune	NA	NA	NA	NA	asfergskole@randers.dk	www.asfergskole.purhus.dk	0	Institution uden enheder	ùstergade	NA	Asferg	56.54594512	9.9339559	AJO	1082	Region Midtjylland	POINT(9.9339559 56.5459451)
729002	Blichersk.	8981	Spentrup	Blicherskolen	29189668	1003356714	Grethe Lindhard Mortensen	8647 9393	8915 4355	Haldvej 6	749	6	NA	NA	NA	18-11-2019 00:00:00	ds	730	Randers Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	196808	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	730	Randers Kommune	NA	NA	NA	NA	blicherskolen@randers.dk	www.blicherskolen.dk	0	Institution uden enheder	Haldvej	NA	NA	56.5412639	10.0370934	AJO	1082	Region Midtjylland	POINT(10.0370934 56.5412639)
729003	FÜrup Sk.	8990	FÜrup	FÜrup Skole og Bõrneby	29189668	1003356842	Wivi Bak Hoijer	8645 3043	8915 4080	FÜrup Skolevej 5	1805	5	NA	NA	NA	19-04-2021 00:00:00	ds	730	Randers Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	195908	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	730	Randers Kommune	NA	NA	NA	NA	faarupskole@randers.dk	www.faarupskole.dk	0	Institution uden enheder	FÜrup Skolevej	NA	NA	56.54234631	9.85471434	AJO	1082	Region Midtjylland	POINT(9.8547143 56.5423463)
729005	Bjerregrav Sk.	8920	Randers NV	Bjerregrav Skole	29189668	1003356799	Maibritt Mark Hansen	8645 4285	8915 4321	Over Fussingvej 7A ùster Bjerregrav	1536	7A	NA	NA	NA	24-06-2021 00:00:00	ds	730	Randers Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	6	195208	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	730	Randers Kommune	NA	NA	NA	NA	bjerregravskole@randers.dk	www.bjerregravskole.dk	0	Institution uden enheder	Over Fussingvej	NA	ùster Bjerregrav	56.48412803	9.90495647	AJO	1082	Region Midtjylland	POINT(9.9049565 56.484128)
729006	Fussingõ-f.sk.	8920	Randers NV	Fussingõ-egnens Friskole, Bõrnehave og Vuggestue	25501349	1007780857	Christian Kofoed, konst.	8645 4605	5172 4763	Byvejen 8, Sõnderbëk	261	8	NA	NA	NA	09-11-2021 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	8	200008	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	730	Randers Kommune	NA	NA	NA	NA	admin@fusfriskole.dk	www.fusfri.dk	0	Institution uden enheder	Byvejen	NA	Sõnderbëk	56.50209616	9.83480105	AJO	1082	Region Midtjylland	POINT(9.834801 56.5020962)
729300	Nõrbëk Esk.	8990	FÜrup	Nõrbëk Efterskole	29636117	1001649531	Lene Blinksbjerg	8645 2766	8645 2166	FÜrupvej 12, Nõrbëk	592	12	NA	NA	NA	18-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	196711	123	Efterskoler	1010	Efterskoler med samlet sërligt tilbud	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	730	Randers Kommune	NA	NA	NA	NA	kontor@n-efterskole.dk	www.nõrbëkefterskole.dk	0	Institution uden enheder	FÜrupvej	NA	Nõrbëk	56.53940542	9.82726336	AJO	1082	Region Midtjylland	POINT(9.8272634 56.5394054)
730375	AOF Randers	8900	Randers C	AOF MIDT Favrskov-Randers	10534291	1025475565	Karl Schmidt	8640 8643	8722 4224	Odinsgade 4	1514	4	NA	NA	NA	13-07-2020 00:00:00	HH	NA	NA	NA	0	Private	1	Bõrne- og Undervisningsministeriet	NA	190810	147	Daghõjskoler	1021	Daghõjskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	730	Randers Kommune	NA	NA	NA	280173	aof@aof.dk	www.aofcentermidt.dk	2	Afdeling (underordnet enhed)	Odinsgade	NA	NA	56.45808404	10.0347933	AJO	1082	Region Midtjylland	POINT(10.0347933 56.458084)
730401	EA Dania	8960	Randers Sù	Erhvervsakademi Dania	31565162	1014659133	Anders Graae Rasmussen	8711 4401	7229 1000	Minervavej 63	1366	63	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200809	307	Erhvervsakademier	1086	Erhvervsakademier	4	Aktiv juridisk tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	730	Randers Kommune	NA	NA	NA	NA	eadania@eadania.dk	www.eadania.dk	1	Hovedskole (institution med enheder)	Minervavej	NA	NA	56.42924979	10.07205075	AJO	1082	Region Midtjylland	POINT(10.0720508 56.4292498)
730402	EA Dania, Hadst	8370	Hadsten	Erhvervsakademi Dania, Hadsten	31565162	1017243051	Anders Graae Rasmussen	8691 5240	7229 1000	Ellemosevej 36	203	36	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	710	Favrskov Kommune	NA	NA	NA	730401	hadsten@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Ellemosevej	NA	NA	56.33137708	10.05434833	AJO	1082	Region Midtjylland	POINT(10.0543483 56.3313771)
730403	EA Dania Horsen	8700	Horsens	Erhvervsakademi Dania, Horsens	31565162	1017243019	Anders Graae Rasmussen	7625 1333	7229 1000	Holmboes Alle 1C	3381	1C	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	615	Horsens Kommune	NA	NA	NA	730401	horsens@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Holmboes Alle	NA	NA	55.856833	9.84782097	AJO	1082	Region Midtjylland	POINT(9.847821 55.856833)
730404	EA Dania Rander	8960	Randers Sù	Erhvervsakademi Dania, Randers	31565162	1014659133	Anders Graae Rasmussen	8711 4401	7229 1000	Minervavej 63	1366	63	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	730	Randers Kommune	NA	NA	NA	730401	randers@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Minervavej	NA	NA	56.42924979	10.07205075	AJO	1082	Region Midtjylland	POINT(10.0720508 56.4292498)
730405	EA Dania Rand V	8900	Randers C	Erhvervsakademi Dania, Randers (Vester Alle)	31565162	1017242764	Lis Randa	8710 0433	8711 4400	Vester Alle 26	2389	26	NA	NA	NA	10-11-2015 00:00:00	ds	NA	NA	02-11-2015 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	730	Randers Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Vester Alle	NA	NA	56.467619051633925	10.028039676812384	AJO	1082	Region Midtjylland	POINT(10.0280397 56.4676191)
730406	EA Dania SkiveA	7800	Skive	Erhvervsakademi Dania, Skive	31565162	1017242853	Anders Graae Rasmussen	NA	7229 1000	Arvikavej 2A	621	2A	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	779	Skive Kommune	NA	NA	NA	730401	skive@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Arvikavej	NA	NA	56.55389201	9.02229178	AJO	1082	Region Midtjylland	POINT(9.0222918 56.553892)
730407	EA Dania SkiveK	7800	Skive	Erhvervsakademi Dania, Skive (Kongsvingervej)	31565162	1017242861	Lis Randa	9914 9201	8711 4400	Kongsvingervej 1	4772	1	NA	NA	NA	10-11-2015 00:00:00	ds	NA	NA	02-11-2015 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	779	Skive Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Kongsvingervej	NA	NA	56.555152001690566	9.017412645179208	AJO	1082	Region Midtjylland	POINT(9.0174126 56.555152)
730408	EA Dania Vibor	8800	Viborg	Erhvervsakademi Dania, Viborg	31565162	1017242810	Anders Graae Rasmussen	8667 1874	7229 1000	Prinsens Alle 2	6520	2	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	791	Viborg Kommune	NA	NA	NA	730401	viborg@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Prinsens Alle	NA	NA	56.45882806	9.40259789	AJO	1082	Region Midtjylland	POINT(9.4025979 56.4588281)
730409	EA Dania Bygh	8700	Horsens	Erhvervsakademi Dania, Bygholm	31565162	NA	Lis Randa	NA	8711 4400	Hattingvej 49	3195	49	NA	NA	NA	27-11-2013 00:00:00	ds	NA	NA	01-11-2013 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	615	Horsens Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Hattingvej	NA	NA	55.86085574249243	9.788671824174312	AJO	1082	Region Midtjylland	POINT(9.7886718 55.8608557)
730410	EA Dania Viden	8500	Grenaa	Erhvervsakademi Dania, Grenaa	31565162	1017243078	Anders Graae Rasmussen	8758 0427	7229 1000	N P Josiassens Vej 44A	5469	44A	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	707	Norddjurs Kommune	NA	NA	NA	730401	grenaa@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	N P Josiassens Vej	NA	NA	56.41026545	10.88614887	AJO	1082	Region Midtjylland	POINT(10.8861489 56.4102654)
730411	EA Dania Hobro	9500	Hobro	Erhvervsakademi Dania, Hobro	31565162	1017242799	Anders Graae Rasmussen	NA	7229 1000	Kirketoften 7	797	7	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	846	Mariagerfjord Kommune	NA	NA	NA	730401	hobro@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Kirketoften	NA	NA	56.63281453	9.82820122	AJO	1081	Region Nordjylland	POINT(9.8282012 56.6328145)
730412	EA Dania Od	8300	Odder	Erhvervsakademi Dania, Odder	31565162	NA	Lis Randa	8656 0686	8711 4400	RÜdhusgade 56	5893	56	NA	NA	NA	27-11-2013 00:00:00	ds	NA	NA	01-11-2013 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	727	Odder Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.handelsfagskolen.dk	2	Afdeling (underordnet enhed)	RÜdhusgade	NA	NA	55.97911450983445	10.151352118195474	AJO	1082	Region Midtjylland	POINT(10.1513521 55.9791145)
730413	EA Dania Silkeb	8600	Silkeborg	Erhvervsakademi Dania, Silkeborg (Kejlstrupvej)	31565162	NA	Lis Randa	NA	8711 4400	Kejlstrupvej 87	893	87	NA	NA	NA	27-11-2013 00:00:00	ds	NA	NA	01-11-2013 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	740	Silkeborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Kejlstrupvej	NA	NA	56.190673473490094	9.558016324216648	AJO	1082	Region Midtjylland	POINT(9.5580163 56.1906735)
730414	EA Dania Bredh	8600	Silkeborg	Erhvervsakademi Dania, Silkeborg	31565162	1017242993	Anders Graae Rasmussen	NA	7229 1000	Bredhõjvej 18	171	18	NA	NA	NA	25-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	740	Silkeborg Kommune	NA	NA	NA	730401	silkeborg@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Bredhõjvej	NA	NA	56.18986882	9.5524475	AJO	1082	Region Midtjylland	POINT(9.5524475 56.1898688)
730415	EA Dania Ska	8660	Skanderborg	Erhvervsakademi Dania, Skanderborg	31565162	NA	Lis Randa	NA	8711 4400	Hõjvangens Torv 2	463	2	NA	NA	NA	27-11-2013 00:00:00	ds	NA	NA	01-11-2013 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200811	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	746	Skanderborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	eadania@eadania.dk	www.eadania.dk	2	Afdeling (underordnet enhed)	Hõjvangens Torv	NA	NA	56.04650306928749	9.945912466403282	AJO	1082	Region Midtjylland	POINT(9.9459125 56.0465031)
730416	EA Dania Vib	8800	Viborg	EA Dania, Viborg (H.C. Andersens Vej)	31565162	NA	Kirsten Holmgaard	8928 1100	8950 3300	H.C. Andersens Vej 9	281	9	NA	NA	NA	12-05-2014 00:00:00	UNIC\hrk	NA	NA	01-12-2010 00:00:00	4	Selvejende, statslige	4	Uddannelses- og Forskningsministeriet	NA	200812	307	Erhvervsakademier	1086	Erhvervsakademier	3	Nedlagt institution	99	ùvrige uddannelsesinstitutioner m.v.	791	Viborg Kommune	2	Flyttet til institutionsnummer i flyttet institution	730401	730401	mercantec@mercantec.dk	www.mercantec.dk	2	Afdeling (underordnet enhed)	H.C. Andersens Vej	NA	NA	56.4651380714915	9.41326107709391	AJO	1082	Region Midtjylland	POINT(9.4132611 56.4651381)
730417	Randers sosu af	8960	Randers Sù	Randers Social- og Sundhedsskole, Randers afd.	29548145	1003351025	Maria Dyhrberg Rasmussen	8641 6791	8641 6900	Minervavej 47	1366	47	NA	NA	NA	28-10-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	200905	281	Social- og sundhedsskoler	1071	Erhvervsskoler m.v.	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	730	Randers Kommune	NA	NA	NA	731409	info@sosuranders.dk	www.sosuranders.dk	2	Afdeling (underordnet enhed)	Minervavej	NA	NA	56.43199353	10.06852777	AJO	1082	Region Midtjylland	POINT(10.0685278 56.4319935)
